Rank,PlayerName,Nationality,Position,Squad,Age,BirthYear,MatchPlayed,GamesStarted,MinutesPlayed,MinutesDividedBy90,Goals,Assists,NonPenalityGoals,PenalityKicksScored,PenalityKicksAttempted,YellowCards,RedCards,GoalsPer90Minutes,AssistsPer90Minutes,GoalsAndAssistsPer90Minutes,NonPenalityGoalsPer90Minutes,NonPenalityGoalsAndAssistsPer90Minutes,ExpectedGoals,ExpectedNonPenalityGoals,ExpectedAssists,ExpectedNonPenalityGoalsAndAssists,ExpectedGoalsPer90Minutes,ExpectedAssistsPer90Minutes,ExpectedGoalsAndAssistsPer90Minutes,ExpectedNonPenalityGoalsPer90Minutes,ExpectedNonPenalityGoalsAndAssistsPer90Minutes
531,Marc-André ter Stegen\Marc-Andre-ter-Stegen,de GER,GK,Barcelona,28,1992,31,31,2790,31.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00
532,David Timor\David-Timor,es ESP,MFDF,Getafe,30,1989,30,15,1395,15.5,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.9,1.4,0.03,0.06,0.09,0.03,0.09
533,Toño\Tono,es ESP,DF,Levante,30,1989,12,9,726,8.1,0,2,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,0.0,0.0,0.4,0.4,0.01,0.05,0.06,0.01,0.06
534,Lucas Torreira\Lucas-Torreira,uy URU,MFFW,Atlético Madrid,24,1996,19,3,518,5.8,1,0,1,0,0,2,0,0.17,0.00,0.17,0.17,0.17,0.2,0.2,0.6,0.8,0.04,0.10,0.14,0.04,0.14
535,Óliver Torres\Oliver-Torres,es ESP,MFFW,Sevilla,25,1994,33,15,1400,15.6,0,3,0,0,0,2,0,0.00,0.19,0.19,0.00,0.19,0.8,0.8,1.7,2.5,0.05,0.11,0.16,0.05,0.16
536,Pau Torres\Pau-Torres,es ESP,DF,Villarreal,23,1997,33,33,2970,33.0,2,2,2,0,0,2,0,0.06,0.06,0.12,0.06,0.12,1.2,1.2,1.1,2.3,0.04,0.03,0.07,0.04,0.07
537,Roberto Torres\Roberto-Torres,es ESP,MFFW,Osasuna,31,1989,35,19,1894,21.0,7,1,3,4,5,0,0,0.33,0.05,0.38,0.14,0.19,6.2,2.4,1.5,3.9,0.29,0.07,0.37,0.11,0.18
538,Lucas Torró\Lucas-Torro,es ESP,MF,Osasuna,26,1994,25,17,1548,17.2,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,1.5,1.5,0.6,2.1,0.09,0.03,0.12,0.09,0.12
539,Manu Trigueros\Manu-Trigueros,es ESP,MF,Villarreal,28,1991,35,30,2527,28.1,1,6,1,0,0,6,1,0.04,0.21,0.25,0.04,0.25,2.7,2.7,5.1,7.8,0.10,0.18,0.28,0.10,0.28
540,Francisco Trincão\Francisco-Trincao,pt POR,FWMF,Barcelona,20,1999,28,3,706,7.8,3,2,3,0,0,1,0,0.38,0.25,0.64,0.38,0.64,3.1,3.1,1.0,4.1,0.40,0.13,0.52,0.40,0.52
541,Kieran Trippier\Kieran-Trippier,eng ENG,DF,Atlético Madrid,29,1990,28,28,2475,27.5,0,6,0,0,0,0,0,0.00,0.22,0.22,0.00,0.22,0.1,0.1,3.6,3.7,0.00,0.13,0.14,0.00,0.14
542,Samuel Umtiti\Samuel-Umtiti,fr FRA,DF,Barcelona,26,1993,13,6,645,7.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02
543,Enes Ünal\Enes-Unal,tr TUR,FW,Getafe,23,1997,28,15,1318,14.6,4,2,3,1,1,4,0,0.27,0.14,0.41,0.20,0.34,4.1,3.3,1.3,4.6,0.28,0.09,0.37,0.22,0.32
544,Tomáš Vaclík\Tomas-Vaclik,cz CZE,GK,Sevilla,31,1989,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
545,Eugeni Valderrama\Eugeni-Valderrama,es ESP,FWMF,Huesca,26,1994,3,1,115,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.06,0.06,0.00,0.06
546,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Granada,23,1997,21,15,1348,15.0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01
547,Manu Vallejo\Manu-Vallejo,es ESP,FW,Valencia,23,1997,30,9,950,10.6,5,0,5,0,0,2,0,0.47,0.00,0.47,0.47,0.47,4.5,4.5,0.3,4.9,0.43,0.03,0.46,0.43,0.46
548,Federico Valverde\Federico-Valverde,uy URU,MF,Real Madrid,22,1998,24,15,1330,14.8,3,1,3,0,0,0,0,0.20,0.07,0.27,0.20,0.27,2.0,2.0,3.2,5.2,0.13,0.22,0.35,0.13,0.35
549,Raphaël Varane\Raphael-Varane,fr FRA,DF,Real Madrid,27,1993,31,31,2715,30.2,2,0,2,0,0,2,0,0.07,0.00,0.07,0.07,0.07,2.1,2.1,0.1,2.2,0.07,0.00,0.07,0.07,0.07
550,Denis Vavro\Denis-Vavro,sk SVK,DF,Huesca,24,1996,11,9,611,6.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.04,0.01,0.05,0.04,0.05
551,Franco Vázquez\Franco-Vazquez,ar ARG,FWMF,Sevilla,31,1989,15,1,164,1.8,1,0,1,0,0,1,0,0.55,0.00,0.55,0.55,0.55,0.3,0.3,0.2,0.5,0.18,0.12,0.29,0.18,0.29
552,Kevin Vázquez\Kevin-Vazquez,es ESP,DF,Celta Vigo,27,1993,8,5,562,6.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
553,Lucas Vázquez\Lucas-Vazquez,es ESP,DFFW,Real Madrid,29,1991,24,21,1848,20.5,2,5,2,0,0,3,0,0.10,0.24,0.34,0.10,0.34,2.2,2.2,4.3,6.5,0.11,0.21,0.32,0.11,0.32
554,Koke Vegas\Koke-Vegas,es ESP,GK,Levante,24,1995,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
555,Gabriel Veiga\Gabriel-Veiga,es ESP,MFDF,Celta Vigo,18,2002,6,1,118,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03
556,Unai Vencedor Paris\Unai-Vencedor-Paris,es ESP,MF,Athletic Club,19,2000,28,19,1701,18.9,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.02,0.01,0.04,0.02,0.04
557,Gonzalo Verdú\Gonzalo-Verdu,es ESP,DF,Elche,31,1988,33,33,2944,32.7,0,2,0,0,0,11,0,0.00,0.06,0.06,0.00,0.06,0.7,0.7,1.4,2.1,0.02,0.04,0.06,0.02,0.06
558,Mikel Vesga\Mikel-Vesga,es ESP,MF,Athletic Club,27,1993,30,20,1722,19.1,0,1,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,1.6,1.6,1.0,2.7,0.08,0.05,0.14,0.08,0.14
559,Rúben Vezo\Ruben-Vezo,pt POR,DF,Levante,26,1994,32,25,2316,25.7,1,0,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04,0.3,0.3,0.2,0.5,0.01,0.01,0.02,0.01,0.02
560,Iñigo Vicente\Inigo-Vicente,es ESP,FWMF,Athletic Club,22,1998,3,0,52,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.06,0.54,0.61,0.06,0.61
561,Fede Vico\Fede-Vico,es ESP,MFFW,Granada,26,1994,20,9,767,8.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.2,1.7,0.06,0.14,0.20,0.06,0.20
562,Aleix Vidal\Aleix-Vidal,es ESP,DF,Sevilla,30,1989,12,5,595,6.6,0,1,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,0.0,0.0,1.0,1.0,0.00,0.15,0.15,0.00,0.15
563,Nacho Vidal\Nacho-Vidal,es ESP,DF,Osasuna,25,1995,34,25,2348,26.1,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.7,2.2,0.02,0.07,0.08,0.02,0.08
564,Toni Villa\Toni-Villa,es ESP,MFFW,Valladolid,25,1995,21,10,969,10.8,2,0,2,0,0,2,0,0.19,0.00,0.19,0.19,0.19,0.9,0.9,1.3,2.3,0.09,0.12,0.21,0.09,0.21
565,Asier Villalibre\Asier-Villalibre,es ESP,FW,Athletic Club,22,1997,35,16,1589,17.7,4,2,4,0,0,1,0,0.23,0.11,0.34,0.23,0.34,5.2,5.2,2.0,7.3,0.30,0.12,0.41,0.30,0.41
566,Iván Villar\Ivan-Villar,es ESP,GK,Celta Vigo,23,1997,21,19,1781,19.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
567,Vitolo\Vitolo,es ESP,MFFW,Atlético Madrid,30,1989,10,3,298,3.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.15,0.07,0.22,0.15,0.22
568,Šime Vrsaljko\Sime-Vrsaljko,hr CRO,DF,Atlético Madrid,28,1992,9,6,519,5.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
569,Nikola Vukčević\Nikola-Vukcevic,me MNE,MF,Levante,28,1991,13,11,810,9.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.02,0.02,0.04,0.02,0.04
570,Daniel Wass\Daniel-Wass,dk DEN,MFDF,Valencia,31,1989,35,35,2979,33.1,4,1,3,1,1,8,0,0.12,0.03,0.15,0.09,0.12,3.2,2.4,2.4,4.8,0.10,0.07,0.17,0.07,0.14
571,Shon Weissman\Shon-Weissman,il ISR,FW,Valladolid,24,1996,32,24,2133,23.7,6,1,6,0,0,3,0,0.25,0.04,0.30,0.25,0.30,5.3,5.3,1.8,7.1,0.23,0.07,0.30,0.23,0.30
572,Iñaki Williams\Inaki-Williams,es ESP,FW,Athletic Club,26,1994,38,27,2387,26.5,6,6,5,1,1,1,0,0.23,0.23,0.45,0.19,0.41,6.9,6.2,4.8,11.0,0.26,0.18,0.44,0.23,0.41
573,Nico Williams\Nico-Williams,es ESP,MF,Athletic Club,18,2002,2,0,57,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03
574,Jawad El Yamiq\Jawad-El-Yamiq,ma MAR,DF,Valladolid,28,1992,19,15,1379,15.3,0,1,0,0,0,6,0,0.00,0.07,0.07,0.00,0.07,0.4,0.4,0.0,0.4,0.02,0.00,0.03,0.02,0.03
575,Rubén Yáñez\Ruben-Yanez,es ESP,GK,Getafe,26,1993,10,10,900,10.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
576,Yoel\Yoel,es ESP,GK,Eibar,31,1988,4,3,300,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
577,Okay Yokuşlu\Okay-Yokuslu,tr TUR,MF,Celta Vigo,26,1994,12,3,462,5.1,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.08,0.05,0.14,0.08,0.14
578,Joseba Zaldúa\Joseba-Zaldua,es ESP,DF,Real Sociedad,28,1992,12,6,639,7.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.8,0.8,0.01,0.11,0.11,0.01,0.11
579,Oier Zarraga\Oier-Zarraga,es ESP,MF,Athletic Club,21,1999,5,1,100,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.04,0.13,0.08,0.13
580,Igor Zubeldia\Igor-Zubeldia,es ESP,DF,Real Sociedad,23,1997,24,21,1959,21.8,1,1,1,0,0,5,0,0.05,0.05,0.09,0.05,0.09,1.0,1.0,0.7,1.8,0.05,0.03,0.08,0.05,0.08
581,Martín Zubimendi\Martin-Zubimendi,es ESP,MF,Real Sociedad,21,1999,31,17,1882,20.9,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.6,1.1,0.03,0.03,0.05,0.03,0.05
582,Martin Ødegaard\Martin-Odegaard,no NOR,MFFW,Real Madrid,21,1998,7,3,234,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.04,0.15,0.19,0.04,0.19
